,NU_INSCRICAO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_ST_CONCLUSAO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_REDACAO,ESC_PAI,ESC_MAE,PESSOAS_RESIDENCIA,BANHEIRO,QUARTOS,CARRO,CELULAR,FIXO,COMPUTADOR,INTERNET,Q026,TIPO_EM,RENDA,NOTA_TESTES,NOTA_ENEM
111269,170001347591,PR,16.0,M,0.0,3,1,534.1,606.3,596.2,593.6,0,620.0,F,G,4.0,C,D,B,E,B,B,B,C,A,1926.923617811969,2330.2000000000007,2950.200000000001
89443,170005784899,PR,17.0,F,0.0,1,0,583.2,591.8,589.9,506.4,0,620.0,D,C,4.0,B,C,B,E,A,A,B,A,A,1338.263275323818,2271.3,2891.3
175158,170005734714,MG,23.0,F,,1,0,447.5,456.8,417.7,412.8,0,0.0,D,H,3.0,B,B,A,C,A,B,B,A,A,224.6983041875967,1734.8,1734.8
187252,170003795410,ES,33.0,F,1.0,1,0,429.1,555.6,501.1,564.3,1,440.0,C,C,3.0,B,C,B,C,A,A,B,A,A,1402.3634276493308,2050.100000000001,2490.100000000001
75737,170003570314,BA,18.0,F,0.0,1,0,451.0,506.6,559.9,648.5,1,580.0,H,E,1.0,B,B,A,B,A,B,B,A,D,360.8762081505638,2166.0,2746.0
119020,170003018425,PB,26.0,M,1.0,1,0,451.0,394.2,520.3,668.5,1,480.0,E,E,3.0,B,C,A,C,A,B,B,A,A,418.8605022239466,2034.0,2514.0
99758,170002085541,GO,17.0,F,0.0,2,0,584.3,555.1,515.1,557.9,1,720.0,D,D,3.0,C,C,B,D,B,B,B,B,D,3860.5533820378528,2212.4,2932.4
158549,170000183201,SP,17.0,F,0.0,2,0,521.9,563.4,500.2,593.7,1,640.0,B,A,4.0,B,B,A,D,A,B,B,B,A,990.0175144496733,2179.2,2819.2
170495,170001200315,AM,17.0,F,0.0,3,1,401.1,539.1,408.0,394.7,0,360.0,F,E,6.0,C,D,B,D,A,C,B,C,A,5097.959544676342,1742.9,2102.9
41690,170004023235,ES,39.0,F,0.0,1,0,442.7,525.4,511.6,375.8,1,600.0,H,A,3.0,B,D,B,D,A,B,B,A,A,1645.1533846167208,1855.5,2455.5
178273,170000731203,BA,17.0,F,0.0,3,1,452.6,541.9,463.2,555.8,1,660.0,C,C,4.0,B,C,A,B,A,A,B,C,A,811.1861523753972,2013.5,2673.5
37202,170000899555,RS,18.0,F,0.0,1,0,464.7,443.6,449.1,406.6,1,520.0,B,B,3.0,B,C,B,B,A,B,B,A,A,1318.6497624764438,1764.0,2284.0
141774,170000491236,MG,26.0,F,0.0,1,0,401.6,384.5,447.4,454.4,1,360.0,B,B,1.0,B,C,A,B,A,B,B,A,A,719.9777250307927,1687.9,2047.9
56938,170000393543,BA,34.0,F,0.0,1,0,497.8,454.4,469.5,453.2,1,440.0,E,C,5.0,B,B,A,D,A,A,B,A,A,1003.2974296818284,1874.9,2314.9
194297,170002049610,SP,18.0,M,0.0,1,0,633.5,618.7,627.4,825.3,0,640.0,E,F,4.0,E,D,B,E,B,C,B,A,A,8910.334481738237,2704.9,3344.9
54044,170003000838,SP,24.0,M,1.0,1,0,431.8,403.0,464.0,411.3,1,480.0,E,B,2.0,B,B,A,B,A,B,A,A,A,254.14486046896943,1710.1,2190.1
97739,170001188385,MG,17.0,M,0.0,2,0,571.9,478.4,413.7,584.0,0,600.0,C,B,4.0,B,D,A,B,A,A,A,B,A,214.3753693653864,2048.0,2648.0
99258,170000794698,SP,17.0,F,0.0,2,0,580.9,545.6,516.7,378.7,1,540.0,E,E,5.0,B,C,B,E,A,B,B,B,A,2569.336881565461,2021.9,2561.9
94123,170005119526,PB,19.0,M,0.0,1,0,543.6,573.7,509.0,399.9,0,600.0,B,E,2.0,C,C,A,D,A,B,B,A,E,838.9849263289085,2026.2000000000005,2626.2000000000007
12421,170001001730,CE,29.0,M,0.0,1,0,521.8,516.6,470.9,580.1,1,560.0,B,D,3.0,C,D,C,D,B,A,B,A,A,2634.000792351279,2089.4,2649.4
76815,170001075028,RS,18.0,F,0.0,3,1,574.6,521.7,587.3,367.9,1,600.0,F,E,3.0,D,D,B,D,B,C,B,C,B,8214.517466872589,2051.5,2651.5
36255,170000476619,MG,18.0,F,0.0,2,0,482.6,501.5,561.9,513.4,1,660.0,B,C,2.0,B,C,A,B,A,A,B,B,A,2.4395041592165665,2059.4,2719.4
121500,170003773505,GO,18.0,F,0.0,2,0,469.3,347.9,421.6,481.0,1,480.0,E,E,5.0,B,C,A,C,A,A,B,B,A,886.8462130431053,1719.8000000000006,2199.8
137186,170006150912,RJ,20.0,F,0.0,1,0,556.7,578.1,557.8,466.8,1,600.0,E,E,5.0,B,D,A,C,A,A,A,A,B,440.5286858691202,2159.4,2759.4
39784,170004177984,SP,17.0,F,0.0,2,0,427.0,571.7,546.5,703.9,0,660.0,E,E,2.0,B,C,B,C,A,B,B,B,A,1289.6626734877093,2249.1,2909.1
53048,170005830050,MA,29.0,M,,1,0,563.1,351.4,387.5,615.7,1,600.0,E,D,2.0,B,B,A,B,A,A,A,A,A,0.0,1917.7,2517.7
191153,170003969964,DF,17.0,M,0.0,2,0,507.2,543.3,539.6,508.0,0,520.0,C,D,1.0,B,B,A,B,A,A,A,B,A,0.0,2098.1,2618.1
163590,170000972368,SP,22.0,M,0.0,1,0,493.9,576.3,574.2,687.9,0,640.0,C,E,3.0,C,D,B,D,A,B,B,A,A,594.2724613907197,2332.3,2972.3
61035,170001796672,MG,25.0,F,0.0,1,0,407.0,427.2,522.1,615.4,1,560.0,B,B,4.0,B,C,A,D,A,B,B,A,A,1444.4102159321951,1971.7000000000005,2531.7000000000007
125661,170005361138,SP,20.0,F,0.0,1,0,534.7,560.8,582.2,524.9,0,460.0,B,B,3.0,C,C,A,D,A,B,B,A,A,1338.077799009844,2202.6,2662.6
115005,170005449082,PR,16.0,F,0.0,3,1,507.5,512.3,571.5,493.2,0,620.0,E,E,5.0,C,D,D,E,B,D,B,C,A,6657.445411049896,2084.5,2704.5
188648,170001677246,MG,38.0,M,0.0,1,0,437.4,606.2,568.3,746.2,0,700.0,C,C,3.0,B,C,B,B,A,B,A,A,A,2049.661565506903,2358.1,3058.1
160554,170004646488,PR,18.0,M,0.0,2,0,447.5,431.2,416.4,445.3,0,460.0,B,B,9.0,C,E,B,D,A,B,B,B,A,1667.8620460453214,1740.4,2200.4
163885,170000682315,GO,17.0,M,0.0,2,0,551.9,434.9,388.5,371.5,1,240.0,F,E,4.0,C,C,B,E,A,B,B,B,A,5030.665800917423,1746.8,1986.8
146450,170004645340,RS,18.0,F,0.0,2,0,459.3,453.8,486.5,494.2,1,620.0,C,C,3.0,C,C,B,E,A,B,B,B,A,1976.6919991667373,1893.8,2513.8
15929,170005575147,SP,20.0,F,0.0,1,0,447.5,501.4,531.2,371.3,0,600.0,D,G,5.0,B,D,A,D,A,B,B,A,A,1299.5389149283826,1851.4,2451.4
179329,170005956642,RS,18.0,F,0.0,2,0,420.6,421.3,401.4,440.7,1,540.0,H,H,2.0,B,C,A,B,A,A,A,B,A,314.818017410904,1684.0000000000002,2224.0
52798,170003366422,CE,22.0,F,0.0,1,0,539.7,579.8,550.8,532.4,1,640.0,B,B,4.0,B,C,A,D,A,A,A,A,A,109.16266670628552,2202.7,2842.7
38445,170005589435,RJ,16.0,F,0.0,3,1,498.6,424.3,527.6,514.6,1,600.0,D,E,5.0,B,B,A,C,B,A,B,C,A,298.87499590641954,1965.1,2565.1
127768,170004644117,SP,22.0,F,0.0,2,0,522.5,417.4,486.1,378.0,0,540.0,H,D,10.0,D,E,A,E,B,B,B,B,A,2584.577301889784,1804.0,2344.0
189189,170006700254,AM,19.0,M,0.0,1,0,530.5,405.0,531.9,534.6,1,580.0,E,C,3.0,C,C,B,D,A,B,B,A,E,1762.077115476833,2002.0,2582.0
35376,170003055368,MG,23.0,F,0.0,1,0,562.9,564.9,512.1,571.7,1,540.0,B,B,2.0,B,C,A,C,A,A,B,A,A,1357.1081826309962,2211.600000000001,2751.6000000000013
8968,170006330367,SP,17.0,F,0.0,2,0,515.0,452.4,458.8,374.8,0,560.0,B,D,2.0,B,C,A,C,B,B,B,B,A,1403.7449348752082,1801.0,2361.0
86126,170003232523,RN,23.0,M,0.0,1,0,410.1,385.2,456.2,427.2,1,480.0,B,B,5.0,B,D,A,C,A,A,A,A,A,0.0,1678.7,2158.7
34511,170006271479,BA,16.0,M,0.0,2,0,551.1,491.2,502.8,562.3,0,640.0,E,G,3.0,B,C,B,C,A,B,B,B,D,1805.6985938208186,2107.4,2747.4
57473,170003289306,MT,18.0,F,0.0,2,0,454.4,457.6,485.1,423.5,1,520.0,A,H,6.0,C,D,B,D,A,B,B,B,A,1949.0087441307294,1820.6,2340.6
117889,170005957948,BA,15.0,F,0.0,3,1,515.6,458.1,481.9,430.4,1,380.0,A,B,4.0,B,C,A,B,A,A,A,C,A,0.0,1886.0,2266.0
142880,170006142679,RJ,23.0,M,0.0,1,0,473.4,458.1,502.3,420.1,1,0.0,D,E,3.0,B,C,B,B,B,B,B,A,A,907.0404096694573,1853.9,1853.9
134670,170006131853,PB,19.0,M,0.0,3,0,497.7,486.6,409.4,405.8,1,460.0,A,E,3.0,B,C,A,C,A,A,A,C,A,101.48565263553957,1799.4999999999998,2259.5
194031,170000701428,MA,19.0,F,0.0,1,0,410.6,433.3,416.4,632.9,0,480.0,A,A,3.0,B,D,A,B,B,A,A,A,A,0.0,1893.2000000000005,2373.2000000000007
153347,170002942777,MA,23.0,F,0.0,1,0,449.9,464.4,403.2,537.3,1,580.0,E,E,3.0,B,C,A,B,A,A,B,A,A,859.7907612723709,1854.8,2434.8
53600,170001661438,ES,28.0,F,1.0,1,0,756.3,689.4,656.3,792.0,0,880.0,F,F,2.0,B,C,B,C,B,B,B,A,B,8114.187647860509,2894.0,3774.0
31718,170002489153,MG,17.0,F,0.0,2,0,512.7,519.7,467.8,451.9,1,480.0,C,A,4.0,B,D,A,C,A,A,B,B,A,1122.871437327699,1952.1,2432.1
145093,170001814901,BA,19.0,F,0.0,1,0,446.9,520.1,499.9,369.1,1,520.0,C,D,4.0,B,C,A,B,A,A,A,A,A,1257.6534508892173,1836.0,2356.0
28546,170005928110,AP,15.0,F,0.0,2,0,473.3,525.6,507.6,523.8,0,720.0,E,F,2.0,A,C,A,D,A,B,A,B,E,1573.4427727615189,2030.3,2750.3
35686,170000993201,PR,19.0,F,0.0,2,0,403.9,485.6,459.7,467.8,1,0.0,H,H,1.0,B,B,A,B,A,A,A,B,A,357.6837934107312,1817.0,1817.0
6972,170000454290,GO,16.0,F,0.0,3,1,473.3,538.1,540.8,497.4,0,540.0,C,E,3.0,B,C,A,B,A,B,B,C,A,66.06285742450693,2049.6,2589.6
154591,170002755776,SC,18.0,F,0.0,1,0,649.0,679.6,627.1,639.1,0,680.0,G,G,5.0,E,D,C,E,B,C,B,A,D,13929.346471391416,2594.8,3274.8
136639,170003735570,SP,21.0,M,0.0,1,0,523.8,456.0,436.5,546.1,1,600.0,E,E,5.0,B,C,A,D,B,B,B,A,E,2807.5256759992835,1962.4,2562.4
156946,170001265462,AP,26.0,F,0.0,1,0,522.2,640.2,604.7,584.2,1,660.0,E,F,2.0,B,C,B,C,A,B,B,A,A,4679.55842637003,2351.3,3011.3
16894,170000687930,MG,23.0,M,0.0,1,0,577.1,631.4,589.6,593.7,0,0.0,C,E,3.0,C,D,B,D,B,C,B,A,A,3867.311292418668,2391.8,2391.8
166950,170001691473,MG,28.0,F,1.0,1,0,426.2,430.8,499.4,505.3,1,460.0,B,B,4.0,B,C,A,C,B,A,B,A,A,983.3750673197926,1861.7,2321.7
44973,170002322292,PB,16.0,M,0.0,3,1,528.6,624.9,612.9,645.0,1,600.0,B,E,2.0,B,C,A,C,A,A,B,C,B,480.57428521086985,2411.4,3011.4
100748,170005925878,MG,31.0,F,1.0,1,0,458.5,462.1,450.8,502.0,1,0.0,H,B,4.0,D,D,B,D,B,B,B,A,A,2944.956989079471,1873.4,1873.4
152000,170003913828,PR,20.0,M,0.0,1,0,565.2,547.0,538.4,541.2,0,560.0,E,E,2.0,B,C,B,C,B,B,B,A,A,2431.6169600771955,2191.8,2751.8
133702,170003805849,ES,18.0,F,0.0,2,0,568.5,624.6,566.0,452.5,0,780.0,E,G,5.0,C,D,B,C,B,B,B,B,A,4917.993616573683,2211.6,2991.6
97233,170002626242,BA,17.0,M,0.0,2,0,392.5,496.3,425.6,501.1,1,340.0,C,C,5.0,B,D,A,B,A,A,A,B,A,394.9567571688517,1815.5,2155.5
71693,170002230105,DF,17.0,F,0.0,2,0,461.3,465.2,466.4,458.0,1,580.0,H,E,4.0,B,C,A,B,A,A,B,B,A,1142.6009965955018,1850.9,2430.9
96594,170005317557,MG,17.0,M,0.0,2,0,551.4,570.9,550.9,704.3,0,680.0,B,F,3.0,C,C,B,D,B,B,B,B,D,4147.4685264523605,2377.5,3057.5
131006,170002271457,SP,18.0,M,0.0,1,0,498.6,359.3,421.3,575.5,0,0.0,E,D,5.0,C,A,B,E,B,B,B,A,A,3691.6358209072528,1854.7,1854.7
92318,170004773019,MG,19.0,F,0.0,1,0,425.3,592.9,529.4,540.5,0,540.0,B,C,3.0,B,D,B,B,B,B,B,A,A,1513.3673823131103,2088.1,2628.1
25406,170004788490,CE,19.0,M,0.0,2,0,419.8,402.6,476.3,406.4,1,500.0,H,H,3.0,B,C,B,E,A,A,B,B,E,896.9840432682092,1705.1,2205.1
73347,170002506710,BA,18.0,F,0.0,2,0,515.2,507.4,522.7,476.9,0,620.0,C,F,4.0,B,C,A,C,A,B,B,B,A,1014.5781426299595,2022.2000000000005,2642.2000000000007
42152,170003341933,DF,25.0,F,0.0,1,0,405.5,499.3,535.8,446.2,0,620.0,D,B,3.0,B,B,A,B,A,A,A,A,A,902.4055160218877,1886.8,2506.8
132011,170003918979,RJ,23.0,F,0.0,1,0,438.3,448.5,515.3,430.6,0,480.0,C,E,5.0,B,C,A,D,B,A,A,A,A,584.8003773298299,1832.7,2312.7
195407,170006076830,MG,18.0,F,0.0,2,0,505.6,390.2,431.9,497.7,1,500.0,E,E,4.0,C,D,B,D,A,B,B,B,A,1171.8565876739858,1825.4,2325.4
105186,170002245923,MG,22.0,M,0.0,1,0,534.7,591.1,557.1,539.1,1,660.0,D,D,4.0,B,D,B,E,B,B,B,A,A,2405.788715160582,2222.0,2882.0
79126,170006172900,BA,19.0,F,0.0,1,0,528.0,442.8,499.7,429.1,1,580.0,E,E,4.0,C,C,B,D,A,B,B,A,A,957.3756137024496,1899.6,2479.6
55172,170000268756,BA,33.0,F,0.0,1,0,424.3,531.2,428.6,489.6,1,560.0,B,C,4.0,B,C,A,D,A,B,B,A,A,1780.6292587310922,1873.7,2433.7
54419,170005158202,SP,17.0,M,0.0,2,0,386.0,379.8,519.8,541.0,1,420.0,E,D,4.0,B,B,A,D,B,B,B,B,A,2333.474266393528,1826.6,2246.6
87973,170005576850,ES,21.0,M,0.0,1,0,574.9,489.0,548.5,422.3,0,360.0,H,E,4.0,B,D,A,E,B,C,B,A,A,1794.9835114063333,2034.7,2394.7
135243,170001102233,GO,22.0,M,0.0,1,0,653.3,646.7,565.0,684.7,1,600.0,E,D,4.0,B,D,B,E,B,C,B,A,D,1275.9820224598516,2549.7,3149.7
156925,170003071689,CE,39.0,F,0.0,1,0,479.6,425.4,503.0,370.3,1,400.0,B,A,3.0,B,C,A,D,A,B,B,A,A,417.82904551469915,1778.3,2178.3
9916,170006231274,GO,18.0,F,0.0,2,0,402.9,422.0,496.1,532.1,0,440.0,B,B,3.0,B,B,A,B,B,A,A,B,A,0.0,1853.1,2293.1
83144,170003462192,MG,21.0,F,0.0,1,0,652.9,648.6,579.4,766.7,0,580.0,F,G,4.0,E,E,C,E,B,B,B,A,D,13860.157384063941,2647.600000000001,3227.6000000000013
198117,170005536392,SP,18.0,F,0.0,1,0,621.7,639.7,612.3,608.3,0,760.0,E,E,3.0,B,C,C,D,A,C,B,A,A,2144.6504237340987,2482.0,3242.0
102690,170005902636,SP,15.0,M,0.0,3,1,632.1,585.9,533.5,452.8,0,600.0,E,G,4.0,B,C,B,E,B,C,B,C,D,8465.636334174333,2204.3,2804.3
171223,170006724586,PR,18.0,M,0.0,1,0,597.5,580.2,523.8,704.0,1,580.0,E,G,4.0,B,C,B,C,B,B,B,A,A,4761.662795284091,2405.5,2985.5
85525,170003434095,PE,22.0,F,0.0,1,0,510.5,544.2,535.6,545.4,0,420.0,E,E,4.0,B,B,A,C,A,B,B,A,A,766.0476195773401,2135.7000000000007,2555.7000000000007
183632,170006125070,DF,19.0,F,0.0,1,0,578.9,600.4,599.2,490.9,0,700.0,B,H,3.0,B,D,A,D,B,B,B,A,A,1055.9402514764827,2269.4,2969.4
194884,170005262266,MG,18.0,F,0.0,2,0,513.7,452.1,511.7,393.0,0,640.0,B,C,3.0,B,B,B,B,A,B,B,B,A,1402.623766498422,1870.5,2510.5
135152,170006497552,SE,17.0,M,0.0,3,1,518.6,422.5,447.7,439.7,0,0.0,B,B,4.0,B,C,A,B,A,A,A,C,A,5.444296035911621,1828.5,1828.5
67694,170000474334,PA,17.0,F,0.0,2,0,477.3,431.2,465.9,409.1,0,320.0,H,D,3.0,B,C,A,A,A,A,A,B,A,792.4114485002225,1783.5,2103.5
65413,170002628861,TO,18.0,M,0.0,1,0,487.6,422.1,380.5,479.2,1,0.0,B,D,5.0,B,C,B,C,A,A,A,A,A,1312.020987679474,1769.4,1769.4
72308,170000623423,MA,18.0,F,0.0,1,0,546.4,613.6,543.4,456.5,0,520.0,A,A,4.0,B,C,A,B,A,A,A,A,A,0.0,2159.9,2679.9
48520,170003609984,SP,17.0,F,0.0,2,0,569.7,399.6,471.4,430.4,0,580.0,E,E,4.0,B,C,B,E,A,B,B,B,A,2718.399818742156,1871.1,2451.1
67579,170000687499,BA,25.0,M,0.0,1,0,425.4,552.7,509.2,505.4,1,420.0,D,D,4.0,B,B,A,D,A,A,B,A,A,1023.1578289578207,1992.7,2412.7
174514,170000080159,MA,19.0,M,0.0,1,0,391.2,478.3,471.0,545.3,1,480.0,A,A,5.0,B,C,A,B,A,A,A,A,A,0.0,1885.8,2365.8
199672,170005837821,RS,17.0,F,0.0,1,0,507.8,556.3,543.4,433.0,1,600.0,H,H,2.0,C,C,B,C,A,B,A,A,A,1218.1885234966878,2040.5,2640.5
79553,170005372819,BA,24.0,M,0.0,1,0,570.9,455.3,343.4,383.0,1,180.0,B,B,5.0,B,C,A,B,A,A,B,A,A,6.397552176006613,1752.6,1932.6
148236,170002339536,MG,20.0,F,0.0,1,0,481.9,504.1,533.1,514.3,0,540.0,H,D,3.0,B,C,A,C,A,A,A,A,A,1004.6570425783028,2033.4,2573.4
68927,170001202987,GO,18.0,M,0.0,1,0,567.1,454.9,518.1,614.5,1,600.0,E,E,6.0,C,D,B,E,A,A,B,A,A,1748.1307006657091,2154.6,2754.6
121994,170003788156,BA,22.0,F,0.0,1,0,453.9,483.1,381.9,413.0,0,660.0,D,E,3.0,B,C,A,D,A,B,B,A,A,1947.0477041886402,1731.9,2391.9
8396,170003635818,AL,23.0,F,0.0,1,0,527.5,505.8,570.4,596.4,0,860.0,C,E,5.0,C,D,A,C,A,B,B,A,A,1782.6846811511111,2200.1,3060.1
153505,170000048734,SP,23.0,F,0.0,1,0,706.4,692.4,637.2,769.4,0,780.0,E,E,4.0,C,C,B,D,A,A,A,A,A,5414.6121029794485,2805.4,3585.4
98843,170002063549,RS,17.0,M,0.0,2,0,385.6,480.4,464.5,507.9,0,500.0,B,B,5.0,B,D,B,B,B,A,B,B,A,1049.6187102802132,1838.4,2338.4
99566,170001294852,RS,20.0,M,0.0,1,0,452.1,444.8,471.1,478.2,1,0.0,H,H,4.0,B,C,B,C,A,A,B,A,A,1849.51218073272,1846.2,1846.2
39801,170005345031,MG,19.0,M,0.0,1,0,507.9,419.2,492.9,666.3,0,640.0,E,D,3.0,B,C,A,D,A,B,B,A,A,1324.8827621927776,2086.3,2726.3
38972,170003023471,SP,17.0,M,0.0,2,0,587.6,573.1,540.2,720.1,0,620.0,E,G,4.0,C,C,C,E,B,C,B,B,A,4789.503965720008,2421.0,3041.0
33347,170006330506,SP,16.0,M,0.0,3,1,600.9,691.0,622.5,541.0,0,780.0,F,F,4.0,D,D,C,E,B,C,B,C,D,6371.79240235981,2455.4,3235.4
150285,170001556557,GO,17.0,M,0.0,3,1,439.7,473.1,449.0,480.2,0,560.0,B,D,4.0,C,D,A,D,A,A,B,C,B,1344.0843182468575,1842.0,2402.0
94286,170003533116,PI,22.0,F,1.0,1,0,490.6,511.7,462.2,507.6,1,560.0,C,C,3.0,B,C,A,D,A,A,A,A,A,926.8903195058896,1972.1,2532.1
99904,170003201535,MT,18.0,F,0.0,1,0,429.1,401.4,432.1,472.6,1,480.0,C,B,3.0,B,C,B,B,A,A,B,A,A,1252.2055522970415,1735.1999999999994,2215.2
68325,170000859715,RJ,24.0,F,0.0,1,0,603.6,637.0,587.8,518.9,0,560.0,H,C,7.0,B,C,A,E,A,A,A,A,A,2794.843584621097,2347.3,2907.3
1545,170000599752,PE,17.0,F,0.0,2,0,622.4,395.8,531.0,551.6,0,920.0,G,F,5.0,C,E,A,E,A,A,B,B,D,1045.1476704799363,2100.8,3020.8
55353,170000698613,MG,19.0,M,0.0,2,0,601.5,555.1,507.2,496.8,0,420.0,H,F,3.0,B,C,A,C,B,B,B,B,A,1453.7198131158652,2160.6,2580.6
75070,170003807932,MA,18.0,M,0.0,1,0,424.3,411.1,423.1,486.5,0,480.0,E,E,4.0,B,B,A,B,A,A,A,A,A,206.21070444709144,1745.0,2225.0
80148,170002171067,AC,31.0,M,0.0,1,0,447.4,487.4,533.9,423.5,1,760.0,E,G,1.0,B,B,A,B,A,A,A,A,A,0.0,1892.2,2652.2
180759,170000348085,PA,18.0,F,0.0,2,0,511.8,372.8,514.9,438.1,1,460.0,B,D,7.0,B,C,A,B,A,A,A,B,A,1360.0719460193366,1837.6,2297.6
114141,170004625123,PE,25.0,F,,2,0,491.8,406.5,477.5,408.8,1,0.0,H,H,5.0,B,B,A,B,A,B,B,B,A,183.39733477022384,1784.6,1784.6
132596,170002374058,SP,17.0,M,0.0,3,1,584.7,504.1,507.3,579.1,0,500.0,E,E,3.0,C,C,C,E,B,B,B,C,D,7720.775982352664,2175.2000000000007,2675.2000000000007
127179,170004152491,MG,18.0,F,0.0,2,0,540.2,566.5,581.7,676.5,0,580.0,E,F,5.0,B,D,B,D,B,B,B,B,A,2579.9552769282304,2364.9,2944.9
196832,170002777637,ES,28.0,F,0.0,2,0,470.3,494.1,486.3,411.6,1,420.0,B,B,4.0,B,B,A,C,A,A,B,B,A,147.20419707654756,1862.3,2282.3
33227,170001411838,BA,17.0,F,0.0,2,0,580.0,608.1,585.4,525.2,1,520.0,B,E,4.0,B,D,A,B,A,A,A,B,A,688.1834856509971,2298.7,2818.7
108870,170000299183,SP,18.0,M,0.0,2,0,626.7,668.4,622.7,630.2,0,740.0,G,F,4.0,E,E,D,E,B,C,B,B,D,10433.775627196761,2548.0,3288.0
67396,170003103496,SP,17.0,F,0.0,2,0,538.2,572.5,533.2,599.0,0,460.0,B,E,4.0,C,D,B,D,B,B,B,B,A,2120.7534546389857,2242.9,2702.9
106874,170006410353,PE,52.0,M,0.0,1,0,569.6,573.6,481.6,550.4,0,440.0,B,A,3.0,B,C,B,B,B,B,A,A,A,4608.023570575066,2175.2000000000007,2615.2000000000007
63542,170002922998,RS,18.0,F,0.0,1,0,614.7,633.0,582.9,560.8,1,640.0,G,G,4.0,C,E,C,E,B,D,B,A,A,3839.4669446501316,2391.4,3031.4
76484,170003498114,BA,26.0,F,0.0,1,0,545.1,580.5,553.3,418.0,1,520.0,C,C,4.0,B,C,A,C,B,B,B,A,A,1081.2225196367162,2096.9,2616.9
108700,170004798578,MG,22.0,F,0.0,1,0,500.9,558.7,528.1,450.6,0,920.0,C,C,3.0,B,C,A,C,A,A,B,A,A,455.35774325116415,2038.3,2958.3
30022,170003429902,PB,19.0,M,0.0,2,0,610.9,635.5,555.3,658.5,0,580.0,H,F,4.0,C,D,B,D,A,A,B,B,A,4333.316505566521,2460.2,3040.2
113588,170003976878,SP,17.0,F,0.0,2,0,474.1,458.1,519.9,542.3,1,320.0,D,E,3.0,B,C,B,C,B,A,B,B,A,2048.691038377661,1994.4,2314.4
115824,170006144408,PE,33.0,M,0.0,1,0,518.5,575.7,552.1,642.7,0,520.0,E,E,3.0,B,C,B,B,B,B,B,A,A,954.0353810771468,2289.0,2809.0
4961,170002451764,PE,16.0,F,0.0,2,0,533.2,434.6,495.3,487.6,1,620.0,E,E,4.0,B,C,B,E,B,B,B,B,A,7093.972108649563,1950.7000000000005,2570.7000000000007
67697,170002344776,PE,18.0,M,0.0,2,0,493.5,434.3,482.4,518.7,0,0.0,E,A,6.0,B,D,B,D,A,B,B,B,E,1123.338776954555,1928.9,1928.9
152663,170004405343,PB,18.0,F,0.0,2,0,429.4,521.1,500.1,488.6,1,360.0,C,B,5.0,B,C,A,D,A,A,B,B,A,1315.6331984824606,1939.2,2299.2
42159,170001419494,RJ,21.0,F,0.0,1,0,491.7,448.9,455.7,481.6,0,480.0,F,C,2.0,B,B,A,A,A,A,A,A,A,0.0,1877.9,2357.9
114929,170004129005,SP,18.0,F,0.0,1,0,512.8,499.5,527.4,475.0,0,580.0,E,E,5.0,D,D,B,E,B,A,A,A,A,8596.206442043815,2014.7,2594.7
17784,170002524941,RS,17.0,F,0.0,2,0,452.1,569.1,578.9,647.2,1,620.0,E,F,3.0,C,D,A,D,B,B,B,B,B,3689.0821380772713,2247.3,2867.3
62866,170006627156,AC,36.0,F,1.0,1,0,400.0,435.1,437.9,453.0,0,320.0,E,B,4.0,B,C,A,B,A,B,B,A,A,263.3713886342494,1726.0,2046.0
107434,170005884418,CE,18.0,F,0.0,1,0,452.8,390.2,398.7,477.3,1,500.0,F,E,4.0,C,C,A,C,A,B,B,A,A,1132.4343788492208,1719.0,2219.0
106383,170002916369,AM,18.0,F,0.0,1,0,460.5,594.8,557.2,438.8,0,480.0,E,E,3.0,B,C,A,C,A,A,A,A,A,1181.647358599767,2051.3,2531.3
85693,170006722545,RS,50.0,F,1.0,1,0,524.9,542.7,508.9,503.9,1,560.0,A,B,3.0,B,B,A,D,A,B,B,A,A,1569.6560445908804,2080.4,2640.4
114791,170006667896,MG,19.0,M,0.0,1,0,463.2,568.2,543.1,485.3,1,480.0,B,B,4.0,B,D,A,C,A,B,B,A,A,206.16182632300246,2059.8,2539.8
166834,170005295174,RJ,35.0,F,0.0,1,0,491.0,474.4,476.2,429.8,1,620.0,C,C,2.0,B,B,A,B,B,B,B,A,E,95.4782685639348,1871.4,2491.4
188316,170001770097,RN,28.0,M,0.0,1,0,530.7,517.7,522.0,478.4,0,480.0,E,G,4.0,C,D,C,D,B,C,B,A,A,6149.247849467118,2048.8,2528.8
41135,170005794196,PE,20.0,F,0.0,1,0,638.7,688.1,658.9,837.1,0,940.0,F,G,2.0,B,B,B,C,A,B,B,A,D,7050.632400478123,2822.8,3762.8
177777,170004900132,PR,16.0,F,0.0,3,1,535.6,575.8,552.0,538.8,1,440.0,D,E,4.0,C,D,C,D,B,B,B,C,A,1569.3962543541033,2202.2,2642.2
94090,170002507044,RN,18.0,F,0.0,2,0,404.8,476.5,397.9,503.7,1,520.0,H,B,4.0,C,C,A,B,A,A,A,B,A,270.5974602008529,1782.9,2302.9
